Tpeak,Ts,sigma,p_Tpeak,p_Ts,p_sigma,delta_BIC_mean,delta_BIC_std
64.28571428571428,296.42857142857144,5.142857142857143,0.85,0.97,0.91,-5.194920064920019,1.25829042653314
64.28571428571428,296.42857142857144,7.214285714285715,0.8,0.97,0.94,-4.751201547706382,1.4012963207464015
64.28571428571428,296.42857142857144,9.285714285714286,0.8,0.92,0.9,-4.681337704877552,1.7413347727007842
64.28571428571428,296.42857142857144,11.357142857142858,0.79,0.94,0.86,-4.710438921063884,1.8985436629533348
64.28571428571428,296.42857142857144,13.42857142857143,0.86,0.85,0.9,-4.627051979467226,1.8756520543203392
64.28571428571428,296.42857142857144,15.500000000000002,0.69,0.8,0.79,-3.9050222258809857,2.3029613046369004
64.28571428571428,296.42857142857144,17.571428571428573,0.79,0.78,0.87,-3.643138768181416,2.4299630957278295
64.28571428571428,296.42857142857144,19.642857142857146,0.76,0.78,0.76,-3.5911192922627873,2.6016967720865596
64.28571428571428,296.42857142857144,21.714285714285715,0.73,0.75,0.82,-3.452390892732783,2.837379708079281
64.28571428571428,296.42857142857144,23.78571428571429,0.7,0.71,0.77,-3.234361951839914,3.0068134381365894
64.28571428571428,296.42857142857144,25.85714285714286,0.66,0.79,0.7,-3.62129585359763,2.6981452720075945
64.28571428571428,296.42857142857144,27.92857142857143,0.72,0.74,0.78,-2.8051765059492095,3.3259513862025227
64.28571428571428,296.42857142857144,30.0,0.64,0.62,0.61,-1.9350686863489142,3.6002826027646364
64.28571428571428,366.78571428571433,1.0,0.87,0.98,0.99,-5.919755389478857,0.3376454249476893
64.28571428571428,366.78571428571433,3.0714285714285716,0.8,0.99,0.97,-5.7337347901624165,0.6755100102871244
64.28571428571428,366.78571428571433,5.142857142857143,0.81,0.93,0.94,-5.411923614276864,1.0391528639640104
64.28571428571428,366.78571428571433,7.214285714285715,0.84,0.89,0.91,-5.2992371616862695,1.079756991326985
64.28571428571428,366.78571428571433,9.285714285714286,0.83,0.77,0.89,-4.880336567650186,1.4991076875932363
64.28571428571428,366.78571428571433,11.357142857142858,0.84,0.74,0.87,-4.808673819366129,1.5994655882569957
64.28571428571428,366.78571428571433,13.42857142857143,0.82,0.7,0.88,-4.5858781607678445,1.9760875021078559
64.28571428571428,366.78571428571433,15.500000000000002,0.89,0.79,0.83,-4.81395317512258,1.688075740961462
64.28571428571428,366.78571428571433,17.571428571428573,0.71,0.69,0.73,-4.359006609619912,2.3868155027093976
64.28571428571428,366.78571428571433,19.642857142857146,0.77,0.71,0.84,-4.284006051470322,2.509019505900892
64.28571428571428,366.78571428571433,21.714285714285715,0.72,0.71,0.76,-3.7837963889984367,3.0588519576989754
64.28571428571428,366.78571428571433,23.78571428571429,0.66,0.75,0.71,-4.342058457213074,2.231722695565898
64.28571428571428,366.78571428571433,25.85714285714286,0.7,0.74,0.71,-3.9434597158978693,2.3919949488416
64.28571428571428,366.78571428571433,27.92857142857143,0.75,0.82,0.74,-4.174235934257934,2.7714174733048353
64.28571428571428,366.78571428571433,30.0,0.71,0.7,0.73,-3.1346559772476486,3.12885028466994
64.28571428571428,437.14285714285717,1.0,0.87,0.99,0.99,-6.006959200579645,0.22924627506295694
64.28571428571428,437.14285714285717,3.0714285714285716,0.91,0.96,0.94,-5.810919298974877,0.5582139614638444
64.28571428571428,437.14285714285717,5.142857142857143,0.93,0.84,0.97,-5.505470689036267,0.9732188749213962
64.28571428571428,437.14285714285717,7.214285714285715,0.9,0.82,0.93,-5.519555338772075,1.0978614336084553
64.28571428571428,437.14285714285717,9.285714285714286,0.84,0.68,0.92,-5.230202105310878,1.3664663480399464
64.28571428571428,437.14285714285717,11.357142857142858,0.85,0.66,0.85,-4.857687627028862,1.7660393380758084
64.28571428571428,437.14285714285717,13.42857142857143,0.84,0.75,0.85,-4.9518055376669174,1.7147529221076898
64.28571428571428,437.14285714285717,15.500000000000002,0.86,0.72,0.87,-4.908449848074665,1.7280609612714628
64.28571428571428,437.14285714285717,17.571428571428573,0.82,0.75,0.85,-4.840641125937805,1.888792784347406
64.28571428571428,437.14285714285717,19.642857142857146,0.79,0.71,0.79,-4.611091018272984,2.160027122299999
64.28571428571428,437.14285714285717,21.714285714285715,0.86,0.81,0.85,-4.902960330874216,1.8218095883537813
64.28571428571428,437.14285714285717,23.78571428571429,0.8,0.68,0.7,-4.220495434306817,2.2332690336533085
64.28571428571428,437.14285714285717,25.85714285714286,0.72,0.66,0.64,-4.039531704391183,2.394657091077313
64.28571428571428,437.14285714285717,27.92857142857143,0.82,0.8,0.77,-4.660713349811632,1.8943622662332598
64.28571428571428,437.14285714285717,30.0,0.68,0.63,0.69,-3.648383895329291,2.756877629221186
64.28571428571428,507.5,1.0,0.91,0.99,1.0,-5.985201004003245,0.2650028722609653
64.28571428571428,507.5,3.0714285714285716,0.91,0.87,0.96,-5.60007058018423,0.8358995123679804
64.28571428571428,507.5,5.142857142857143,0.82,0.75,0.95,-5.488207651500797,0.8656175693866368
64.28571428571428,507.5,7.214285714285715,0.87,0.74,0.94,-5.388413546229827,1.0408390026461478
64.28571428571428,507.5,9.285714285714286,0.77,0.64,0.87,-5.206812248635099,1.258010439358855
64.28571428571428,507.5,11.357142857142858,0.86,0.73,0.85,-5.024663761719532,1.8178018954610968
64.28571428571428,507.5,13.42857142857143,0.83,0.63,0.76,-4.880794938382035,1.7317275953720523
64.28571428571428,507.5,15.500000000000002,0.84,0.67,0.81,-4.849392500473283,1.9616335513460266
64.28571428571428,507.5,17.571428571428573,0.74,0.68,0.77,-4.8749374790357765,1.735271871903245
64.28571428571428,507.5,19.642857142857146,0.85,0.73,0.79,-4.953326226915914,2.1055788826853084
64.28571428571428,507.5,21.714285714285715,0.86,0.69,0.81,-4.757300246450016,1.9542252893896543
64.28571428571428,507.5,23.78571428571429,0.81,0.74,0.73,-4.786310608634659,2.2419365054611418
64.28571428571428,507.5,25.85714285714286,0.79,0.73,0.76,-4.892146924209018,1.9518447491945796
64.28571428571428,507.5,27.92857142857143,0.8,0.73,0.72,-4.528870539187668,2.298306872280332
64.28571428571428,507.5,30.0,0.82,0.72,0.78,-4.397111452455638,2.1394033059984268
64.28571428571428,577.8571428571429,1.0,0.87,0.98,0.98,-5.985101231981836,0.2780733502523605
64.28571428571428,577.8571428571429,3.0714285714285716,0.8,0.86,1.0,-5.720823756259744,0.6133963650256372
64.28571428571428,577.8571428571429,5.142857142857143,0.78,0.71,0.94,-5.494915876116218,1.0861995642420326
64.28571428571428,577.8571428571429,7.214285714285715,0.82,0.63,0.92,-5.44739111798186,1.0134164656757971
64.28571428571428,577.8571428571429,9.285714285714286,0.81,0.66,0.84,-5.2216589905556745,1.4307342647645
64.28571428571428,577.8571428571429,11.357142857142858,0.88,0.71,0.86,-5.419377905870597,1.2192830760088207
64.28571428571428,577.8571428571429,13.42857142857143,0.84,0.63,0.77,-5.055617681637762,1.5893999082375925
64.28571428571428,577.8571428571429,15.500000000000002,0.78,0.68,0.77,-5.021833518781562,1.753809824168907
64.28571428571428,577.8571428571429,17.571428571428573,0.81,0.7,0.8,-5.169365825378257,1.4514328641758045
64.28571428571428,577.8571428571429,19.642857142857146,0.78,0.68,0.72,-5.027721202076696,1.621598279047746
64.28571428571428,577.8571428571429,21.714285714285715,0.81,0.68,0.76,-4.728310962303035,2.211612340626842
64.28571428571428,577.8571428571429,23.78571428571429,0.82,0.74,0.79,-4.739263500342797,2.1182149282614224
64.28571428571428,577.8571428571429,25.85714285714286,0.8,0.7,0.73,-4.7518217537464045,1.921160808257114
64.28571428571428,577.8571428571429,27.92857142857143,0.81,0.71,0.77,-4.74563028907928,1.9671139660613361
64.28571428571428,577.8571428571429,30.0,0.75,0.67,0.73,-4.7058920860747095,1.924218128401004
64.28571428571428,648.2142857142858,1.0,0.89,1.0,0.99,-5.935064811581461,0.3151943953387698
64.28571428571428,648.2142857142858,3.0714285714285716,0.84,0.73,0.97,-5.581099966692848,0.7650380758964047
64.28571428571428,648.2142857142858,5.142857142857143,0.84,0.67,0.92,-5.544628501162999,0.8768172258021871
64.28571428571428,648.2142857142858,7.214285714285715,0.87,0.74,0.9,-5.516438123818636,1.234123353564131
64.28571428571428,648.2142857142858,9.285714285714286,0.81,0.68,0.85,-5.470994718804545,1.1293239123465273
64.28571428571428,648.2142857142858,11.357142857142858,0.84,0.7,0.89,-5.223769989340207,1.5624072470353974
64.28571428571428,648.2142857142858,13.42857142857143,0.83,0.65,0.85,-5.3852929154066915,1.197128796375747
64.28571428571428,648.2142857142858,15.500000000000002,0.85,0.72,0.84,-5.184539586816545,1.7724295554009035
64.28571428571428,648.2142857142858,17.571428571428573,0.76,0.69,0.76,-5.083777189885339,1.9110071170369767
64.28571428571428,648.2142857142858,19.642857142857146,0.82,0.82,0.81,-5.324221058336787,1.7484661687956886
64.28571428571428,648.2142857142858,21.714285714285715,0.72,0.64,0.72,-4.656718920075787,2.2041110237663535
64.28571428571428,648.2142857142858,23.78571428571429,0.73,0.7,0.76,-4.896450897749549,2.0235600081315996
64.28571428571428,648.2142857142858,25.85714285714286,0.75,0.71,0.74,-4.931672589489755,2.0847115628727484
64.28571428571428,648.2142857142858,27.92857142857143,0.83,0.66,0.77,-4.898596563084484,1.7574316887965729
64.28571428571428,648.2142857142858,30.0,0.81,0.68,0.82,-4.794124802882711,2.0021646044055825
64.28571428571428,718.5714285714287,1.0,0.89,0.98,1.0,-5.997989830496949,0.27617559059175056
64.28571428571428,718.5714285714287,3.0714285714285716,0.82,0.77,0.97,-5.758376128426926,0.586977047889396
64.28571428571428,718.5714285714287,5.142857142857143,0.86,0.67,0.94,-5.663839591703969,0.8412892905685373
64.28571428571428,718.5714285714287,7.214285714285715,0.9,0.67,0.87,-5.6413387528004435,0.8169374509630667
64.28571428571428,718.5714285714287,9.285714285714286,0.86,0.62,0.85,-5.276826286003693,1.4445980810449794
64.28571428571428,718.5714285714287,11.357142857142858,0.81,0.71,0.89,-5.441993012610578,1.4229605204464382
64.28571428571428,718.5714285714287,13.42857142857143,0.83,0.71,0.84,-5.555890408649403,1.1504810135998298
64.28571428571428,718.5714285714287,15.500000000000002,0.78,0.68,0.82,-5.198661895203787,1.5118293549236215
64.28571428571428,718.5714285714287,17.571428571428573,0.8,0.6,0.79,-5.062918514805743,1.5288539433552686
64.28571428571428,718.5714285714287,19.642857142857146,0.81,0.73,0.81,-5.432964740981788,1.262303687431914
64.28571428571428,718.5714285714287,21.714285714285715,0.85,0.7,0.8,-5.176448513375458,1.8072904117930817
64.28571428571428,718.5714285714287,23.78571428571429,0.82,0.67,0.77,-5.128690598685435,1.559696515592556
64.28571428571428,718.5714285714287,25.85714285714286,0.77,0.7,0.73,-4.898684061999308,1.9797892747247792
64.28571428571428,718.5714285714287,27.92857142857143,0.77,0.65,0.75,-4.755914070165744,1.8984159876615403
64.28571428571428,718.5714285714287,30.0,0.76,0.73,0.73,-5.097831848734725,1.6086794344229622
64.28571428571428,788.9285714285714,1.0,0.91,0.99,0.98,-6.00773336878787,0.2674020329146631
64.28571428571428,788.9285714285714,3.0714285714285716,0.83,0.68,0.98,-5.627454276678649,0.7943577604492422
64.28571428571428,788.9285714285714,5.142857142857143,0.88,0.64,0.95,-5.633742615030017,0.8823541734755987
64.28571428571428,788.9285714285714,7.214285714285715,0.86,0.54,0.88,-5.363965496859187,1.139191356513542
64.28571428571428,788.9285714285714,9.285714285714286,0.93,0.69,0.93,-5.670385705195547,0.9080767205177767
64.28571428571428,788.9285714285714,11.357142857142858,0.83,0.62,0.78,-5.284188585014597,1.4064633853764865
64.28571428571428,788.9285714285714,13.42857142857143,0.81,0.61,0.81,-5.197227948025611,1.5377497532168887
64.28571428571428,788.9285714285714,15.500000000000002,0.79,0.67,0.78,-5.366523096505655,1.2933827127691186
64.28571428571428,788.9285714285714,17.571428571428573,0.78,0.64,0.79,-5.15409342230199,1.4538664549726694
64.28571428571428,788.9285714285714,19.642857142857146,0.81,0.68,0.83,-5.069159967052675,1.8547548006800731
64.28571428571428,788.9285714285714,21.714285714285715,0.8,0.73,0.81,-5.2628631823252405,1.645683381240915
64.28571428571428,788.9285714285714,23.78571428571429,0.81,0.74,0.83,-5.308832049707855,1.3688766772277114
64.28571428571428,788.9285714285714,25.85714285714286,0.77,0.74,0.77,-5.108860653560542,1.8966151093553691
64.28571428571428,788.9285714285714,27.92857142857143,0.73,0.61,0.75,-4.829019573350593,1.9021167892919073
64.28571428571428,788.9285714285714,30.0,0.78,0.6,0.77,-4.696777990713113,2.1104280130081023
64.28571428571428,859.2857142857143,1.0,0.91,0.96,0.99,-5.979777166838954,0.2605505657386658
64.28571428571428,859.2857142857143,3.0714285714285716,0.82,0.71,0.99,-5.796117964656248,0.6577988537256932
64.28571428571428,859.2857142857143,5.142857142857143,0.82,0.55,0.92,-5.521203132476904,0.9858475201771542
64.28571428571428,859.2857142857143,7.214285714285715,0.92,0.74,0.93,-5.454531773691843,1.5828215260435192
64.28571428571428,859.2857142857143,9.285714285714286,0.82,0.6,0.85,-5.503281263493538,1.0579575568878967
64.28571428571428,859.2857142857143,11.357142857142858,0.85,0.64,0.81,-5.328974166231403,1.5319202582324565
64.28571428571428,859.2857142857143,13.42857142857143,0.81,0.59,0.78,-5.281434827774172,1.3958403904696786
64.28571428571428,859.2857142857143,15.500000000000002,0.82,0.7,0.83,-5.389385541158711,1.3735071226199993
64.28571428571428,859.2857142857143,17.571428571428573,0.86,0.67,0.8,-5.368426950285413,1.393600803080064
64.28571428571428,859.2857142857143,19.642857142857146,0.76,0.69,0.81,-5.443395736224046,1.245820642641922
64.28571428571428,859.2857142857143,21.714285714285715,0.81,0.55,0.76,-5.070841905935394,1.4655692574557215
64.28571428571428,859.2857142857143,23.78571428571429,0.81,0.66,0.82,-5.156561554934288,1.507896117302091
64.28571428571428,859.2857142857143,25.85714285714286,0.8,0.6,0.79,-5.057931243245047,1.8821149834506665
64.28571428571428,859.2857142857143,27.92857142857143,0.8,0.67,0.78,-5.116334173397857,1.8846366570990583
64.28571428571428,859.2857142857143,30.0,0.75,0.7,0.76,-5.051581625573202,1.8878662034054006
64.28571428571428,929.6428571428572,1.0,0.81,0.98,0.99,-5.982664035516311,0.28585945803270074
64.28571428571428,929.6428571428572,3.0714285714285716,0.89,0.58,0.92,-5.728039351308089,0.575841463171855
64.28571428571428,929.6428571428572,5.142857142857143,0.87,0.68,0.93,-5.767416175985847,0.6765636014746499
64.28571428571428,929.6428571428572,7.214285714285715,0.78,0.62,0.82,-5.462272499768432,1.2187967774766904
64.28571428571428,929.6428571428572,9.285714285714286,0.87,0.71,0.88,-5.6638116971590815,0.9049601171237925
64.28571428571428,929.6428571428572,11.357142857142858,0.79,0.6,0.82,-5.456128423774652,1.2517843915202183
64.28571428571428,929.6428571428572,13.42857142857143,0.84,0.74,0.87,-5.582402838710653,1.1474841371565443
64.28571428571428,929.6428571428572,15.500000000000002,0.79,0.64,0.77,-5.120862412980755,1.884506788986686
64.28571428571428,929.6428571428572,17.571428571428573,0.8,0.69,0.81,-5.2665142754884995,1.6270430206376452
64.28571428571428,929.6428571428572,19.642857142857146,0.84,0.65,0.84,-5.335791278610316,1.4218809597326727
64.28571428571428,929.6428571428572,21.714285714285715,0.79,0.7,0.82,-5.446672765882601,1.1732185521432899
64.28571428571428,929.6428571428572,23.78571428571429,0.75,0.59,0.79,-4.886609681886852,2.122218863778835
64.28571428571428,929.6428571428572,25.85714285714286,0.82,0.74,0.78,-5.435266921048548,1.2814401092881702
64.28571428571428,929.6428571428572,27.92857142857143,0.8,0.64,0.78,-5.021829959679775,1.8668744467377574
64.28571428571428,929.6428571428572,30.0,0.76,0.57,0.74,-4.86280605642446,1.9746393525119517
64.28571428571428,1000.0,1.0,0.9,0.94,0.98,-6.013712416547849,0.25885663639414125
64.28571428571428,1000.0,3.0714285714285716,0.88,0.67,0.93,-5.776677888478607,0.5897458842678244
64.28571428571428,1000.0,5.142857142857143,0.89,0.67,0.95,-5.645592292048167,0.9595435773830897
64.28571428571428,1000.0,7.214285714285715,0.84,0.58,0.88,-5.464760106366945,1.037603155186718
64.28571428571428,1000.0,9.285714285714286,0.86,0.64,0.87,-5.593079738287149,1.004482875750737
64.28571428571428,1000.0,11.357142857142858,0.86,0.62,0.81,-5.273103432112753,1.488036836267574
64.28571428571428,1000.0,13.42857142857143,0.85,0.6,0.8,-5.294661695257695,1.4697241435304742
64.28571428571428,1000.0,15.500000000000002,0.76,0.6,0.78,-5.168023871181465,1.686164472777438
64.28571428571428,1000.0,17.571428571428573,0.84,0.59,0.83,-5.347849320689118,1.230091864440218
64.28571428571428,1000.0,19.642857142857146,0.84,0.65,0.79,-5.3699174421168525,1.3278063856363713
64.28571428571428,1000.0,21.714285714285715,0.78,0.62,0.78,-5.228840147926899,1.5779686226649043
64.28571428571428,1000.0,23.78571428571429,0.76,0.64,0.76,-5.264033071707602,1.4007401877030237
64.28571428571428,1000.0,25.85714285714286,0.76,0.66,0.77,-5.210113060149328,1.5980302105325837
64.28571428571428,1000.0,27.92857142857143,0.82,0.68,0.83,-5.441983493164681,1.2181133340390766
64.28571428571428,1000.0,30.0,0.78,0.61,0.81,-5.256375083361138,1.3990508946481919
77.85714285714286,15.0,1.0,0.03,1.0,0.46,42.78198329668372,54.78035233644993
77.85714285714286,15.0,3.0714285714285716,0.03,1.0,0.0,-0.14557492227189356,12.793243810055179
77.85714285714286,15.0,5.142857142857143,0.02,1.0,0.0,-0.7419671742876796,1.7576543749915632
77.85714285714286,15.0,7.214285714285715,0.01,1.0,0.0,1.575959863575281,2.178611179727624
77.85714285714286,15.0,9.285714285714286,0.0,0.95,0.0,4.1484951033155255,2.8246970479877924
77.85714285714286,15.0,11.357142857142858,0.0,0.87,0.0,6.881961614905147,2.8201355689369514
77.85714285714286,15.0,13.42857142857143,0.0,0.6,0.0,9.184833885930825,3.0404023595680436
77.85714285714286,15.0,15.500000000000002,0.0,0.35,0.0,12.049614551686927,3.3479699184073706
77.85714285714286,15.0,17.571428571428573,0.0,0.09,0.0,14.586890662203555,3.9869558219751067
77.85714285714286,15.0,19.642857142857146,0.0,0.05,0.0,16.76455782641554,4.180757937655314
77.85714285714286,15.0,21.714285714285715,0.0,0.1,0.0,16.781684239382063,7.6119508675654615
77.85714285714286,15.0,23.78571428571429,0.0,0.03,0.0,17.797526428700124,9.718887674550121
77.85714285714286,15.0,25.85714285714286,0.01,0.1,0.03,-28.895804048177723,32.51913889912062
77.85714285714286,15.0,27.92857142857143,0.0,0.24,0.01,-107.89905768570415,29.48893636251583
77.85714285714286,15.0,30.0,0.01,0.53,0.56,-207.79132011208085,33.661850812836924
77.85714285714286,85.35714285714286,1.0,0.34,1.0,0.77,-5.759749557490771,0.36666666442500584
77.85714285714286,85.35714285714286,3.0714285714285716,0.13,1.0,0.26,-4.470392076454652,0.9728550559533989
77.85714285714286,85.35714285714286,5.142857142857143,0.09,1.0,0.09,-2.581766562153273,1.490377742237555
77.85714285714286,85.35714285714286,7.214285714285715,0.05,1.0,0.01,-0.8557075134117837,1.9210932673325924
77.85714285714286,85.35714285714286,9.285714285714286,0.05,1.0,0.0,0.8973792498120662,2.636937340071916
77.85714285714286,85.35714285714286,11.357142857142858,0.02,0.99,0.0,2.2736169099279415,2.6880154189875354
77.85714285714286,85.35714285714286,13.42857142857143,0.03,0.77,0.0,3.921870355934543,3.2426189691818688
77.85714285714286,85.35714285714286,15.500000000000002,0.06,0.31,0.0,5.660937018821947,3.4582869050597935
77.85714285714286,85.35714285714286,17.571428571428573,0.02,0.05,0.0,8.204899902472228,3.63877842669057
77.85714285714286,85.35714285714286,19.642857142857146,0.04,0.0,0.0,9.547615139512084,3.5725300377385216
77.85714285714286,85.35714285714286,21.714285714285715,0.01,0.0,0.0,10.484594819861673,4.429432243759589
77.85714285714286,85.35714285714286,23.78571428571429,0.03,0.0,0.0,13.92567553976674,4.549855913742496
77.85714285714286,85.35714285714286,25.85714285714286,0.02,0.0,0.0,13.79961787548898,4.435326480673213
77.85714285714286,85.35714285714286,27.92857142857143,0.02,0.0,0.0,16.312595007948474,4.668167957252619
77.85714285714286,85.35714285714286,30.0,0.0,0.14,0.04,-0.6419301649822955,32.76271316512568
77.85714285714286,155.71428571428572,1.0,0.76,0.96,0.95,-5.8977000338761165,0.3451131851982435
77.85714285714286,155.71428571428572,3.0714285714285716,0.46,1.0,0.79,-5.009652499585028,1.0179251446571775
77.85714285714286,155.71428571428572,5.142857142857143,0.57,0.99,0.76,-3.8142178297352745,1.4979065231350777
77.85714285714286,155.71428571428572,7.214285714285715,0.47,1.0,0.78,-2.622834464294745,2.2445554634734726
77.85714285714286,155.71428571428572,9.285714285714286,0.44,1.0,0.6,-2.1208107617819234,2.3199892822014543
77.85714285714286,155.71428571428572,11.357142857142858,0.44,1.0,0.66,-1.4379892845711117,2.4637293050761
77.85714285714286,155.71428571428572,13.42857142857143,0.32,1.0,0.62,-0.06592943782386669,2.8330173528288114
77.85714285714286,155.71428571428572,15.500000000000002,0.37,1.0,0.54,0.9133695774336092,3.5771321085033514
77.85714285714286,155.71428571428572,17.571428571428573,0.28,1.0,0.58,2.0906289431806986,3.5348360656603517
77.85714285714286,155.71428571428572,19.642857142857146,0.33,1.0,0.55,2.718478949479319,4.092672765456161
77.85714285714286,155.71428571428572,21.714285714285715,0.31,0.99,0.45,3.822000834965367,4.821581962665266
77.85714285714286,155.71428571428572,23.78571428571429,0.28,1.0,0.45,5.5468735514784315,4.490629116347656
77.85714285714286,155.71428571428572,25.85714285714286,0.31,1.0,0.48,5.506712791454809,4.40584663662146
77.85714285714286,155.71428571428572,27.92857142857143,0.24,0.99,0.44,6.606004466590013,5.342431450914458
77.85714285714286,155.71428571428572,30.0,0.22,0.99,0.45,7.463904730041791,5.711051970679731
77.85714285714286,226.07142857142858,1.0,0.71,0.99,0.97,-5.8513075328434345,0.3516107916132198
77.85714285714286,226.07142857142858,3.0714285714285716,0.75,1.0,0.9,-5.214260832617263,0.9967583101946859
77.85714285714286,226.07142857142858,5.142857142857143,0.66,1.0,0.9,-4.637858917953512,1.2851263764027696
77.85714285714286,226.07142857142858,7.214285714285715,0.54,0.99,0.87,-4.165319961925065,1.9192553732832265
77.85714285714286,226.07142857142858,9.285714285714286,0.69,1.0,0.84,-3.8443308289792104,2.0787096546488546
77.85714285714286,226.07142857142858,11.357142857142858,0.65,1.0,0.86,-2.974462551395571,2.5633100306811936
77.85714285714286,226.07142857142858,13.42857142857143,0.62,1.0,0.87,-1.682094883169989,2.9061189480261174
77.85714285714286,226.07142857142858,15.500000000000002,0.75,1.0,0.83,-1.6882720126518882,3.071238720744654
77.85714285714286,226.07142857142858,17.571428571428573,0.74,1.0,0.85,-0.5614606831514339,3.5136104180352845
77.85714285714286,226.07142857142858,19.642857142857146,0.74,1.0,0.84,-0.7731670666341859,3.3773916747071695
77.85714285714286,226.07142857142858,21.714285714285715,0.77,1.0,0.88,0.48273361901500605,3.5989241391899367
77.85714285714286,226.07142857142858,23.78571428571429,0.72,0.98,0.86,1.0335555799237506,4.413770223212889
77.85714285714286,226.07142857142858,25.85714285714286,0.73,1.0,0.85,0.8215221473701507,4.447329705115082
77.85714285714286,226.07142857142858,27.92857142857143,0.73,0.98,0.87,1.6350146404725803,4.593455550957545
77.85714285714286,226.07142857142858,30.0,0.74,0.98,0.82,2.9936669612471984,5.062155851719969
77.85714285714286,296.42857142857144,1.0,0.79,0.98,0.96,-5.969318136516002,0.2595433828807425
77.85714285714286,296.42857142857144,3.0714285714285716,0.87,0.99,0.95,-5.303714918145098,0.8438746928489067
77.85714285714286,296.42857142857144,5.142857142857143,0.88,0.99,0.94,-4.711603878437383,1.4001230063406913
77.85714285714286,296.42857142857144,7.214285714285715,0.78,0.99,0.91,-4.461160880457632,1.5974014427675471
77.85714285714286,296.42857142857144,9.285714285714286,0.74,0.99,0.87,-4.216150759502567,1.9102436531895766
77.85714285714286,296.42857142857144,11.357142857142858,0.7,0.97,0.88,-3.2733660391741313,2.825101271806781
77.85714285714286,296.42857142857144,13.42857142857143,0.75,0.98,0.9,-3.2788762349315443,2.5379613391700353
77.85714285714286,296.42857142857144,15.500000000000002,0.65,0.98,0.77,-3.2231192456126485,2.664358328038774
77.85714285714286,296.42857142857144,17.571428571428573,0.6,0.94,0.75,-2.7006708555076138,3.3681636972626334
77.85714285714286,296.42857142857144,19.642857142857146,0.73,0.9,0.83,-2.3656486250484807,3.2649712092367094
77.85714285714286,296.42857142857144,21.714285714285715,0.65,0.92,0.82,-1.4256546640916883,3.758071173681603
77.85714285714286,296.42857142857144,23.78571428571429,0.67,0.92,0.74,-1.727478737637128,3.8612633415182853
77.85714285714286,296.42857142857144,25.85714285714286,0.74,0.9,0.83,-0.9416038497088567,4.230893235152439
77.85714285714286,296.42857142857144,27.92857142857143,0.73,0.87,0.84,0.3417698237704957,4.759501153457815
77.85714285714286,296.42857142857144,30.0,0.67,0.88,0.77,-0.20314842330983765,4.18228861847891
77.85714285714286,366.78571428571433,1.0,0.88,0.99,1.0,-5.953242755655675,0.303398973219878
77.85714285714286,366.78571428571433,3.0714285714285716,0.83,0.99,0.96,-5.374804000495874,0.7843273031009047
77.85714285714286,366.78571428571433,5.142857142857143,0.8,0.96,0.9,-5.14939617482599,1.2583744818870286
77.85714285714286,366.78571428571433,7.214285714285715,0.8,0.97,0.93,-4.839656598887696,1.3549423597084764
77.85714285714286,366.78571428571433,9.285714285714286,0.74,0.92,0.91,-4.456140348784859,2.1123242554948867
77.85714285714286,366.78571428571433,11.357142857142858,0.72,0.89,0.84,-4.129342990916432,2.232572861619119
77.85714285714286,366.78571428571433,13.42857142857143,0.8,0.9,0.87,-3.807665177991187,2.4890620006804105
77.85714285714286,366.78571428571433,15.500000000000002,0.75,0.82,0.81,-3.0310806203732636,2.871445833443309
77.85714285714286,366.78571428571433,17.571428571428573,0.77,0.84,0.78,-3.559740598720125,2.628913354455505
77.85714285714286,366.78571428571433,19.642857142857146,0.73,0.84,0.73,-3.0115849613650116,3.4908340343763156
77.85714285714286,366.78571428571433,21.714285714285715,0.7,0.72,0.78,-2.755909093324569,3.0222876460673738
77.85714285714286,366.78571428571433,23.78571428571429,0.73,0.78,0.76,-2.651600313815272,3.33997320311137
77.85714285714286,366.78571428571433,25.85714285714286,0.75,0.78,0.74,-2.630030853763388,3.2214837570511454
77.85714285714286,366.78571428571433,27.92857142857143,0.68,0.7,0.74,-1.5711575229013415,3.7934849542293403
77.85714285714286,366.78571428571433,30.0,0.73,0.68,0.71,-1.2689473346918623,3.666374305475586
77.85714285714286,437.14285714285717,1.0,0.87,0.99,0.99,-5.898721613311773,0.3502660821986119
77.85714285714286,437.14285714285717,3.0714285714285716,0.81,0.98,0.97,-5.519522114375829,0.7882787241732852
77.85714285714286,437.14285714285717,5.142857142857143,0.78,0.97,0.94,-5.208347081435531,1.1558801942633385
77.85714285714286,437.14285714285717,7.214285714285715,0.77,0.9,0.94,-4.516137376387804,1.7293403396194151
77.85714285714286,437.14285714285717,9.285714285714286,0.87,0.89,0.88,-5.077901932856318,1.5088286650053528
77.85714285714286,437.14285714285717,11.357142857142858,0.78,0.77,0.83,-4.354975141298276,1.9293187957016371
77.85714285714286,437.14285714285717,13.42857142857143,0.8,0.72,0.84,-3.9946798600096,2.310071747379438
77.85714285714286,437.14285714285717,15.500000000000002,0.78,0.77,0.78,-4.379066677512077,1.9757844129837994
77.85714285714286,437.14285714285717,17.571428571428573,0.69,0.74,0.78,-3.7502940909529565,2.890134048402757
77.85714285714286,437.14285714285717,19.642857142857146,0.8,0.78,0.84,-3.8583306048348254,2.474244203540667
77.85714285714286,437.14285714285717,21.714285714285715,0.72,0.71,0.72,-3.323280586805105,2.8496187381282208
